0;0;0;0;land;false;unknown;0
1;250;158;246;land;false;forest;1
2;217;50;234;land;false;forest;1
3;213;75;99;land;false;forest;1
4;135;239;180;land;false;forest;1
5;82;224;78;land;true;forest;1
6;221;61;85;land;false;forest;1
7;245;80;79;land;false;forest;1
8;207;87;231;land;false;forest;1
9;148;68;210;land;true;forest;1
10;213;195;254;land;false;forest;1
11;221;222;255;land;false;forest;1
12;246;255;233;land;false;forest;1
13;248;254;223;land;false;forest;1
14;185;56;253;land;false;forest;1
15;255;129;87;land;false;forest;1
16;252;255;251;land;false;forest;1
17;253;201;233;land;false;forest;1
18;185;241;251;land;false;forest;1
19;240;255;243;land;true;forest;1
20;208;195;69;land;false;forest;1
21;249;226;128;land;true;forest;1
22;255;83;221;land;false;forest;1
23;214;255;216;land;false;forest;1
24;54;147;239;land;false;forest;1
25;234;235;114;land;false;forest;1
26;238;106;223;land;false;forest;1
27;28;247;116;land;false;forest;1
28;252;253;213;land;false;forest;1
29;125;245;175;land;false;forest;1
30;158;233;250;land;false;forest;1
31;155;254;150;land;false;forest;1
32;250;255;247;land;false;forest;1
33;195;254;200;land;false;forest;1
34;241;253;198;land;false;forest;1
35;129;240;102;land;false;forest;1
36;252;199;240;land;false;forest;1
37;225;242;51;land;true;forest;1
38;227;255;230;land;true;forest;1
39;185;246;34;land;true;forest;1
40;205;211;254;land;false;forest;1
41;252;182;254;land;false;forest;1
42;172;255;166;land;false;forest;1
43;205;251;177;land;false;forest;1
44;243;113;87;land;false;forest;1
45;252;255;231;land;false;forest;1
46;78;133;242;land;false;forest;1
47;255;217;237;land;false;forest;1
48;176;242;131;land;false;forest;1
49;58;240;134;land;false;forest;1
50;161;130;254;land;false;forest;1
51;46;242;141;land;false;forest;1
52;31;195;230;land;false;forest;1
53;254;202;250;land;false;forest;1
54;224;104;216;land;false;forest;1
55;221;250;255;land;false;forest;1
56;246;99;195;land;false;forest;1
57;254;201;197;land;false;forest;1
58;250;202;148;land;false;forest;1
59;237;250;181;land;false;forest;1
60;135;230;99;land;true;forest;1
61;255;249;114;land;false;forest;1
62;195;255;249;land;false;forest;1
63;129;241;77;land;false;forest;1
64;227;198;78;land;false;forest;1
65;253;236;196;land;true;forest;1
66;208;111;240;land;false;forest;1
67;133;219;89;land;false;forest;1
68;210;157;249;land;true;forest;1
69;230;249;255;land;false;forest;1
70;250;253;133;land;false;forest;1
71;205;253;187;land;false;forest;1
72;246;176;79;land;false;forest;1
73;119;203;245;land;false;forest;1
74;226;78;203;land;false;forest;1
75;245;236;255;land;false;forest;1
76;254;193;188;land;false;forest;1
77;245;18;168;land;false;forest;1
78;98;232;152;land;false;forest;1
79;100;177;241;land;false;forest;1
80;228;212;76;land;false;forest;1
81;168;250;191;land;false;forest;1
82;74;39;251;land;true;forest;1
83;153;133;244;land;true;forest;1
84;255;247;253;land;true;forest;1
85;253;11;98;land;false;forest;1
86;45;252;139;land;false;forest;1
87;101;226;126;land;false;forest;1
88;199;183;254;land;true;forest;1
89;240;255;221;land;true;forest;1
90;78;230;86;land;false;forest;1
