12;floating_harbor;3178.00;9.50;1681.00;1.57;9317
77;floating_harbor;3256.43;9.50;1385.24;-1.98;11597
116;floating_harbor;3022.05;9.50;1254.95;0.79;12003
118;floating_harbor;2724.95;9.50;1247.05;-2.36;4135
310;floating_harbor;1989.23;9.50;954.65;-0.84;12885
21;floating_harbor;2884.05;9.50;1380.05;-3.93;11834
22;floating_harbor;2871.13;9.50;1381.74;-2.68;9898
23;floating_harbor;2784.14;9.50;1426.63;-4.51;9597
30;floating_harbor;2763.74;9.50;1459.87;-4.25;11465
47;floating_harbor;3182.95;9.50;1280.05;-2.36;4109
101;floating_harbor;2076.85;9.50;1859.34;-3.45;12512
112;floating_harbor;2663.36;9.50;1340.21;1.25;6924
113;floating_harbor;2707.86;9.50;1591.37;-1.37;7377
121;floating_harbor;2745.00;10.10;1664.00;0.00;9392
127;floating_harbor;2788.05;9.50;1540.05;-3.93;11446
130;floating_harbor;2800.26;9.50;1615.13;-1.11;11297
132;floating_harbor;2744.18;9.50;1615.88;0.98;6335
164;floating_harbor;3210.50;9.50;1257.40;-4.33;7003
168;floating_harbor;2797.60;9.50;1275.80;-2.21;10024
179;floating_harbor;2663.18;9.50;1286.88;0.98;3866
180;floating_harbor;2662.00;9.50;1347.00;1.57;9817
227;floating_harbor;3401.21;9.50;1452.36;-2.82;3421
231;floating_harbor;3449.07;9.50;1362.01;-4.57;772
296;floating_harbor;2560.11;9.50;835.75;-4.53;12747
297;floating_harbor;2949.00;9.50;705.00;-1.57;1903
305;floating_harbor;1549.00;9.50;874.00;1.57;8047
1;floating_harbor;2961.26;9.50;1363.87;-2.03;9851
7;floating_harbor;2869.12;9.50;1566.82;0.59;3211
7;floating_harbor;2883.00;9.50;1587.00;0.00;3314
13;floating_harbor;3171.00;9.50;1686.00;-3.25;83
13;floating_harbor;3177.87;9.50;1690.74;-3.61;3174
14;floating_harbor;2745.80;9.50;1498.60;0.64;6572
14;floating_harbor;2759.63;9.50;1462.53;-3.82;9510
14;floating_harbor;2765.00;9.50;1497.00;0.00;9525
19;floating_harbor;2769.00;9.50;1438.00;0.97;9737
21;floating_harbor;2884.05;9.50;1380.05;-3.93;11834
22;floating_harbor;2865.47;9.50;1380.63;-2.25;6960
22;floating_harbor;2871.13;9.50;1381.74;-2.68;9898
23;floating_harbor;2779.74;9.50;1434.87;-4.25;6657
23;floating_harbor;2784.14;9.50;1426.63;-4.51;9597
30;floating_harbor;2763.74;9.50;1459.87;-4.25;11465
47;floating_harbor;3192.00;9.50;1315.00;-1.17;976
47;floating_harbor;3132.00;9.50;1278.00;-4.23;1109
47;floating_harbor;3192.00;9.50;1315.00;-1.28;3864
47;floating_harbor;3170.82;9.50;1309.12;-2.16;3973
47;floating_harbor;3132.00;9.50;1278.00;-4.41;3988
47;floating_harbor;3182.95;9.50;1280.05;-2.36;4109
56;floating_harbor;2935.13;9.50;1597.26;-0.46;241
63;floating_harbor;3079.30;9.50;1624.79;0.24;11343
101;floating_harbor;2002.65;9.50;1949.85;-3.64;10245
101;floating_harbor;2220.90;9.50;1981.06;-3.01;10636
101;floating_harbor;2076.85;9.50;1859.34;-3.45;12512
103;floating_harbor;3035.74;9.50;1410.13;1.11;11901
112;floating_harbor;2661.18;9.50;1320.12;-4.12;799
112;floating_harbor;2657.74;9.50;1319.13;1.11;3861
112;floating_harbor;2663.36;9.50;1340.21;1.25;6924
113;floating_harbor;2697.95;9.50;1572.05;-2.36;285
113;floating_harbor;2725.00;9.50;1612.00;-1.57;3359
113;floating_harbor;2707.86;9.50;1591.37;-1.37;7377
114;floating_harbor;2963.43;9.50;1340.76;-1.17;9863
114;floating_harbor;2964.90;9.50;1329.15;-1.41;11755
114;floating_harbor;2951.82;9.50;1302.12;-2.16;11773
114;floating_harbor;2930.00;9.50;1326.00;1.57;11824
119;floating_harbor;2685.40;9.50;1643.50;0.38;276
119;floating_harbor;2709.43;9.50;1613.24;-1.98;3242
119;floating_harbor;2703.88;9.50;1642.82;-0.59;3329
121;floating_harbor;2756.00;9.50;1661.00;-1.57;6300
121;floating_harbor;2746.00;9.50;1657.00;-1.57;9383
121;floating_harbor;2745.00;10.10;1664.00;0.00;9392
122;floating_harbor;2725.18;9.50;1581.88;0.98;3274
122;floating_harbor;2724.87;9.50;1604.26;0.46;6363
122;floating_harbor;2740.30;9.50;1604.79;0.24;9364
123;floating_harbor;2735.63;9.50;1561.86;0.20;9562
127;floating_harbor;2816.95;9.50;1546.05;-2.36;3501
127;floating_harbor;2767.40;9.50;1538.50;-3.52;6489
127;floating_harbor;2774.12;9.50;1538.18;-3.73;9458
127;floating_harbor;2788.05;9.50;1540.05;-3.93;11446
130;floating_harbor;2800.26;9.50;1615.13;-1.11;11297
132;floating_harbor;2746.18;9.50;1600.88;0.98;3205
132;floating_harbor;2744.18;9.50;1615.88;0.98;6335
164;floating_harbor;3210.50;9.50;1257.40;-4.33;7003
167;floating_harbor;2814.64;9.50;1322.79;-1.89;6817
167;floating_harbor;2808.00;9.50;1313.00;-1.57;6906
167;floating_harbor;2809.00;9.50;1311.60;-1.03;6959
168;floating_harbor;2797.60;9.50;1275.80;-2.21;10024
173;floating_harbor;2739.95;9.50;1255.05;-2.36;9979
173;floating_harbor;2749.00;9.50;1255.00;-3.14;10063
179;floating_harbor;2659.74;9.50;1293.87;-4.25;970
179;floating_harbor;2662.36;9.50;1293.21;1.25;980
179;floating_harbor;2663.74;9.50;1267.87;-4.25;3790
179;floating_harbor;2663.18;9.50;1286.88;0.98;3866
180;floating_harbor;2662.00;9.50;1347.00;1.57;9817
200;floating_harbor;3372.95;9.50;1444.05;-2.36;9729
213;floating_harbor;3445.95;9.50;1891.05;-2.36;9215
213;floating_harbor;3367.85;9.50;1884.10;-3.31;9217
213;floating_harbor;3450.26;9.50;1926.13;-1.11;11140
213;floating_harbor;3328.31;9.50;1977.56;-0.86;11183
218;floating_harbor;3412.07;9.50;1460.01;-4.57;9417
218;floating_harbor;3378.00;9.50;1440.00;-4.19;9430
227;floating_harbor;3401.21;9.50;1452.36;-2.82;3421
231;floating_harbor;3449.07;9.50;1362.01;-4.57;772
296;floating_harbor;2560.11;9.50;835.75;-4.53;12747
297;floating_harbor;2949.00;9.50;705.00;-1.57;1903
298;floating_harbor;2629.24;9.50;749.02;-4.11;7959
303;floating_harbor;1584.74;9.50;693.87;-4.25;12983
304;floating_harbor;1552.60;9.50;986.80;-2.21;1633
304;floating_harbor;1527.47;9.50;1022.08;-0.52;4611
304;floating_harbor;1537.40;9.50;1017.00;0.54;4624
304;floating_harbor;1567.18;9.50;1008.12;-4.12;7630
305;floating_harbor;1548.29;9.50;821.18;0.74;5120
305;floating_harbor;1549.00;9.50;874.00;1.57;8047
214;floating_harbor;3392.42;9.50;1837.39;1.22;9248
214;floating_harbor;3384.92;9.50;1836.73;-0.28;11038
115;floating_harbor;3017.60;9.50;1295.50;-0.38;10074
115;floating_harbor;3044.88;9.50;1257.18;-2.55;13256
58;floating_harbor;2930.00;9.50;1608.00;1.06;3368
58;floating_harbor;2971.95;9.50;1615.95;-0.79;6389
58;floating_harbor;2949.14;9.50;1594.37;1.37;9347
58;floating_harbor;2976.00;9.50;1626.00;0.06;11331
99;floating_harbor;2935.05;9.50;1627.05;-3.93;13263
131;floating_harbor;2775.00;9.50;1650.60;-1.03;11299
120;floating_harbor;2755.00;9.50;1719.00;-0.69;9075
120;floating_harbor;2715.85;9.50;1718.90;0.17;9090
120;floating_harbor;2743.87;9.50;1715.74;-3.61;11064
120;floating_harbor;2694.00;9.50;1676.00;1.15;11161
120;floating_harbor;2694.00;9.50;1676.00;0.85;11266
120;floating_harbor;2694.00;9.50;1676.00;-3.52;13269
120;floating_harbor;2749.79;9.50;1711.70;-1.33;13270
100;floating_harbor;2594.00;9.50;1916.00;-1.25;13267
100;floating_harbor;2518.60;9.50;1855.00;-2.60;13268
100;floating_harbor;2438.54;9.50;1917.69;1.18;13271
