STP_cw_casualty_routes_desc	Quartermasters will connect aid stations to transport and rest facilities. After the split, Shabrat's units will recover organisation faster between battles. The prepared network will remain with the resistance.
STP_cw_party_command_sabotage	Disrupted Capital Command
STP_cw_party_command_sabotage_desc	The attack on the capital's apparatus disrupted the Party headquarters. Commanders are restoring control over their units and coordinating their plans.
STP_cw_disruption_cells	Underground Combat Cells
STP_cw_disruption_cells_desc	We will combine the industrial and capital underground's contacts into a network of combat cells. After the split, Shabrat will be able to fund operations against Party territorial brigades. The network's capacity is limited: no more than three formations can be destroyed during the civil war.
STP_cw_disruption_cells_tt	After the split, Shabrat's army will receive decisions targeting Party territorial brigades in Stelander's districts. An operation costing £political_power_texticon §Y35§! and £ADISCORD_economy_treasury_texticon §Y1200§! takes §Y21 days§! and destroys §Yone§! brigade present in the selected district. Only one operation can run at a time; successful operations must begin at least §Y45 days§! apart, with a maximum of §Ythree§! during the war. Losing the target or ending the war refunds the entire payment.
STP_cw_disrupt_brigade	Underground Strike against the Garrison: [FROM.GetName]
STP_cw_disrupt_brigade_desc	Combat cells will eliminate one Party territorial brigade in the selected district. After 21 days, the formation will be destroyed along with its personnel and equipment. Allied, foreign and other division types are not valid targets. If no suitable brigade remains, the district changes controller or the war ends, the operation is cancelled with a full refund. No more than three operations can be completed successfully during the war.
STP_cw_disruption_available_tt	Shabrat is at war with the Party; neither side has capitulated; fewer than three operations have succeeded
STP_cw_disruption_idle_tt	No other paid strike is active; 45 days have elapsed since the previous successful operation began
STP_cw_disruption_target_tt	The Party controls the district and has at least one territorial brigade here
STP_cw_disruption_price	£political_power_texticon §Y35§! £ADISCORD_economy_treasury_texticon §Y1200§!
STP_cw_disruption_price_blocked	£political_power_texticon §R35§! £ADISCORD_economy_treasury_texticon §R1200§!
STP_cw_disruption_price_tooltip	Cost: £political_power_texticon §Y50§! and £ADISCORD_economy_treasury_texticon §Y1200§!. Cancellation refunds both amounts.
