STP_party_assault_order_tt	§GOne reinforced division will be formed§! from the Party's paid reserves. Deployment prioritises a controlled district near the front. No partial package is deducted without full delivery.
ADISCORD_STP_pc.25.t	A Signature without the President
ADISCORD_STP_pc.25.d	Three identical folders lay on the secretary's desk. Once, all three would have gone to Ivanov, returned with a brief annotation and been sent on to their departments. Now they remained where they were. No one wanted to be the first to decide where carrying out the president's will ended and someone else's authority began.\n\nHedersett read the proposed succession procedure to the end. It contained neither a promise of a new era nor a solemn announcement that the old one was over. Only offices, deadlines and responsibility for an order left unsigned. District leaders were to receive certified copies before the next meeting.\n\nWhen the secretary asked whose seal should go on the covering letter, Hedersett slid the presidium's stamp towards him. Work had to continue.
ADISCORD_STP_pc.25.a	Let the presidium's seal replace the president's signature.
ADISCORD_STP_pc.26.t	The Districts' Signatures
ADISCORD_STP_pc.26.d	The delegations left the capital with mixed feelings. Some regarded the charters as a return to the familiar order; others saw the last convenient opportunity to secure their authority. All received the same text, with their own annexes.\n\nThe ministries were already arguing over how many exceptions the common budget could bear. Local officials were calculating how many specialists could return without fresh inspections. Hedersett retained the presidium's right to demand results, but accepted that the work would not be done by people sent from the capital.\n\nThe Party remained in power. Now its unity would have to rest not only on appointments, but on honouring signed obligations.
ADISCORD_STP_pc.26.a	A signature binds the capital as well as the districts.
ADISCORD_STP_pc.27.t	A Single Chain of Orders
ADISCORD_STP_pc.27.d	The appointments register covered half the long table. Beside it lay garrison reports, lists of commissioners and a summary of institutions that had yet to acknowledge receipt of the new procedure. Every sheet had a space for the name of the person responsible.\n\nHedersett did not demand unanimity from those assembled. He needed an order signed in the capital to remain an order, rather than become a suggestion by the time it reached a district chancellery. Commissions received the right to replace managers; departments, the duty to report on implementation.\n\nBy evening, it was clear that the new system lacked inspectors and that some of the best engineers had once again been drawn into inquiries. These expenses went into the register too. A hierarchy had to be maintained, not merely proclaimed.
ADISCORD_STP_pc.27.a	An order must be an order again.
STP_PARTY_LAST_RESPONSE	[STPGetPartyResponseOutcome]
STP_PARTY_OUTCOME_1	§Rthe inspectors followed a convincing false trail§!
STP_PARTY_OUTCOME_2	§Ythe inspection stalled, but found inconsistencies§!
