STP_pc_sot_limits_desc	A directorate for 180 days. Sotnikov only.
STP_pc_sot_shabrat_question	The Living Founder
STP_pc_sot_shabrat_question_desc	We will determine the place of the former political leadership in the new order.
STP_pc_sot_keep_command	The Directorate Remains
STP_pc_sot_keep_command_desc	We will formalise the military directorate's authority and its responsibility for national defence.
STP_pc_sot_transfer	Transfer of the Seal
STP_pc_sot_transfer_desc	We will open the transfer of power to one of the civilian successors already introduced.
STP_pc_sot_val_defense	No Kefreyt Depots
STP_pc_sot_val_defense_desc	Defence and withdrawal, not hegemony.
STP_pc_sot_nod_watch	No Return for Nodrul's Advisers
STP_pc_sot_nod_watch_desc	A border regime without client status.
STP_pc_gornin_charter	The Protocol Becomes Law
STP_pc_gornin_charter_desc	Gornin will formalise the procedures of civilian institutions and reduce administrative expenditure.
STP_pc_vera_lists	The Register before the Banner
STP_pc_vera_lists_desc	Tikh will investigate the former regime's connections. Political independence will grow, but inspections of enterprises will temporarily disrupt production.
STP_pc_after_victory_tt	The victors' coalition holds together until a course is fixed: §G+5%§! stability, §R-3%§! organisation.
STP_pc_count_ruins_tt	Shows which STP/STS core territories Kefreyt still holds.
STP_pc_name_steland_tt	The country receives the cosmetic name Steland.
STP_pc_army_register_tt	A temporary register until the republic's permanent army focus is completed.
STP_pc_navy_reach_water_tt	There is no port. This focus does not build ships.
STP_pc_navy_heg_inspection_tt	Inspections maintain the client spirit and increase resistance.
STP_pc_navy_lib_no_basing_tt	A permanent base in an ally's territory requires its event response first.
STP_pc_air_import_tt	Procurement without new debt if Kefreyt's shipment has already arrived.
STP_pc_air_heg_pressure_tt	A strike against a hub as an ultimatum.
STP_pc_air_lib_rules_tt	Strikes against a partner's hubs are forbidden.
STP_pc_founder_rules	The founder is in power
STP_pc_named_successor_rules	The course's designated successor is in power
STP_pc_course_continues	The founder or a designated successor maintains the course
STP_pc_hegemony_continues	Hegemony is led by the founder or a successor to the established course
STP_pc_freedom_continues	The charter is upheld by the founder or a successor to the established course
STP_pc_shabrat_politics_tt	Consolidating hegemony and adopting the freedom charter are points of no return.
STP_pc_hegemony_open_tt	Opens Steland Hegemony. Does not change ideology.
STP_pc_freedom_open_tt	Opens Freedom against Slavery. Does not change ideology.
STP_pc_shared_archive_policy_tt	Introduces Vera Tikh if the archive has not already named her.
STP_pc_heg_regional_system_tt	A framework for the neighbours outside the diplomatic interface.
STP_pc_heg_val_audit_tt	If the issue has not yet been raised, the cabinet will receive information about Kefreyt's claims. Treaty terms will be offered by the next focus; refusal does not, by itself, start a war.
STP_pc_heg_val_terms_tt	An ultimatum. Acceptance creates a client; refusal opens the route to war.
STP_pc_lib_institutions_tt	Tikh may become an adviser, not the leader.
STP_pc_lib_civil_army_tt	If Sotnikov is free and serves the republic, he will also join the high command.
STP_pc_sotnikov_civil_staff	Sotnikov in the Civilian Staff
STP_pc_lib_competition_tt	Gornin and Tikh will be introduced as candidates if they have not already entered politics. The next focus unlocks the choice of a successor.
STP_pc_lib_prepare_neighbors_tt	Political preparation for talks with Kefreyt and Nodrul. This is not yet a crisis or a war.
