STP_cw_kefreyt_volunteers_cost_tt	Kefreyt will provide £manpower_texticon §Y23700§! men, £infantry_equipment_texticon §Y1830§! rifles, §Y144§! sets of squad weapons, §Y90§! support equipment, §Y180§! artillery pieces and §Y60§! anti-air weapons. The entire package is paid for once the personnel and equipment have been assembled. If reserves are insufficient, Kefreyt will continue assembling the force; the civil war does not cancel the agreement.
STP_ARMY_KEFREYT_COMMITMENT	\nKefreyt has prepared another §Y3§! volunteer divisions with artillery and anti-air support for the resistance. They will remain until the war ends.
STP_cw_credentials_review	Verification of Delegates' Credentials
STP_cw_credentials_review_desc	The Party secretariat challenges Shabrat's delegate lists wherever no one can verify the signatures. Every §Y35 days§!, the absence of a functioning administration in [2.GetName] or [3.GetName] costs §R8%§! legitimacy for each missing administration. No legitimacy is lost if both remain intact. The commission can destroy the organisation: provide cover, open the civil registers or rebuild it before the next review. The headquarters focus postpones the current review by §Y80 days§! once. Campaigning restores lost support, but occupies the same slot as military preparation.
STP_cw_monaya_credentials_missing_tt	There is no functioning Shabrat administration under our control in [2.GetName]
STP_cw_niansas_credentials_missing_tt	There is no functioning Shabrat administration under our control in [3.GetName]
ADISCORD_STP_preparation.20.t	Office Hours
ADISCORD_STP_preparation.20.d	By eight in the morning, two queues had already formed outside the district administration. One was waiting for certificates confirming payments to reservists' families; the other was trying to find out exactly who the new call-up would affect. The secretary brought a second chair into the corridor, placed an inkwell on the windowsill and began writing down names on the back of an old poster. The direct telephone line to the capital had been silent all morning.\n\nThree documents lay on the district chief's desk which, in the past, would not even have reached discussion without presidential permission. An emergency fund had to be opened after a road collapsed, a doctor's appointment to a mountain settlement confirmed, and fuel released to a reserve battalion. The requests had been sent yesterday. No reply had arrived.\n\nAt noon, new forms arrived from the capital. Every one still bore the printed name of Pyotr Ivanov. The district chief took the first sheet, stared for a long time at the empty signature line, then wrote his own surname and added: 'On the instructions of the presidential administration.' He had received no such instructions. An hour later, seven more documents had been processed in the same way.\n\nNo one called it disobedience. People needed their money, the road needed repairing, and fuel had to be issued. The state kept working because its officials were gradually learning to make decisions that had once existed only after one man's signature.\n\nBy evening, the telephone from the capital still had not rung. The queues were booked in again for tomorrow.
ADISCORD_STP_preparation.20.a	The work continued in the name of a man who no longer directed it.
ADISCORD_STP_preparation.21.t	A Place at the Table
